gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000142871.17_CCN1,28233.83224405934,0.8598881253895012,0.07561285562986354,11.372247724630117,5.7487824895887e-30,7.338320847959976e-26
ENSG00000099860.9_GADD45B,1323.8945805366816,1.0735761517055256,0.10439174845509203,10.284109305510523,8.310689364990516e-25,3.892514395841675e-21
ENSG00000168209.5_DDIT4,967.4153771196422,-1.0765308771226758,0.10477332988659761,-10.274855999020637,9.148094937348237e-25,3.892514395841675e-21
ENSG00000118523.6_CCN2,5958.62882552757,0.6235890512079599,0.07090515877507382,8.794692261900385,1.4344056298454995e-18,4.57754696624445e-15
ENSG00000078401.7_EDN1,610.3055583185813,1.0779101492250014,0.12543451968694697,8.593409150170098,8.442624855887896e-18,2.15540212570818e-14
ENSG00000087074.8_PPP1R15A,3839.056355136598,0.5910264240871094,0.0755105210535476,7.8270738413788505,4.993558283268983e-15,1.0623795247654762e-11
ENSG00000116717.13_GADD45A,1971.2641832396373,0.7642718192591086,0.09888944219313213,7.728548187848786,1.0878000708929126e-14,1.98368112927829e-11
ENSG00000138166.6_DUSP5,1227.4347698427944,0.6576545780408194,0.09116612793184066,7.213803996726805,5.441005861140934e-13,8.681804977183003e-10
ENSG00000184635.15_ZNF93,265.78330251808774,1.1184074250210008,0.15766129452052552,7.093734885421724,1.3054009718876399e-12,1.8514937117939692e-09
ENSG00000171223.6_JUNB,598.4363497299325,0.7885876392219396,0.11598646974955147,6.798962335216597,1.0537535973633002e-11,1.3451164670342526e-08
ENSG00000162772.17_ATF3,243.24511486893488,1.1475366073116158,0.1691329692509313,6.784819141968071,1.1623202548765249e-11,1.3488198230453491e-08
ENSG00000100906.10_NFKBIA,865.8901974433168,0.6769887530782933,0.10154302784994036,6.667013653352379,2.6106081568453675e-11,2.7770344268442595e-08
ENSG00000170345.10_FOS,559.2278182761933,-0.955905296145494,0.1518415329593439,-6.295413893123965,3.065807096914756e-10,3.0103867378551427e-07
ENSG00000279232.2_AC008522.1,74.48154855442411,2.2696929210780494,0.3666024934550849,6.191155165604801,5.972487877816157e-10,5.445629125737375e-07
