gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000124225.16_PMEPA1,2360.1230196932943,-1.1045518935174077,0.06441540510368995,-17.14732511174,6.581290090105693e-66,8.785364141282089e-62
ENSG00000056558.11_TRAF1,864.1378293068988,-1.324289579749346,0.08710636847543506,-15.20313156118786,3.3711258683604166e-52,2.25005796083716e-48
ENSG00000120129.6_DUSP1,684.9650119463854,-1.4354268184336092,0.09469142389571106,-15.15899496890579,6.607265132586906e-52,2.940012741830087e-48
ENSG00000124762.13_CDKN1A,2775.412176908174,-0.9468313072364483,0.0648356585758476,-14.603558104199767,2.6656234381170815e-48,8.89585181885623e-45
ENSG00000106366.8_SERPINE1,22060.234948476635,-0.7839087910287802,0.056136212827740464,-13.964404642583961,2.5704441777268246e-44,6.862571865695077e-41
ENSG00000126368.6_NR1D1,240.28197672674037,1.9542421025167578,0.15345814162936033,12.734691569748966,3.7934220179329754e-37,8.439731752897881e-34
ENSG00000139211.6_AMIGO2,1123.6500965345153,-1.0243011662408463,0.08216416497361297,-12.46651951699139,1.1368392178736688e-35,2.1679523884850865e-32
ENSG00000125730.16_C3,341.8872970152017,-1.903393053027086,0.1529252674117529,-12.446556970223762,1.4600907311225367e-35,2.4363438962193427e-32
ENSG00000170345.10_FOS,486.2753020726115,-1.5372749511524215,0.13103800840221325,-11.731519502599955,8.78669863246397e-32,1.303262667164017e-28
ENSG00000113645.14_WWC1,1762.647968971645,-0.7576789864558243,0.07015599063705204,-10.799918575387707,3.445089422391773e-27,4.598849869950778e-24
ENSG00000112984.12_KIF20A,3500.529982244563,0.6376479404573419,0.060168643492748926,10.597678515623947,3.054687438382023e-26,3.7070020559056023e-23
ENSG00000204388.7_HSPA1B,5018.107329991259,-0.7634145435670688,0.07332756799159199,-10.411016817775886,2.208499938670586e-25,2.456772140109471e-22
ENSG00000185745.10_IFIT1,693.1755535190226,0.9365006828407624,0.09106093990984666,10.28432919501961,8.291742787662018e-25,8.51434419019233e-22
ENSG00000104419.14_NDRG1,1917.884096958661,0.8609079397754466,0.08387283712915831,10.264442807028317,1.019075652822744e-24,9.716886349664864e-22
ENSG00000185697.16_MYBL1,1384.2346382584992,-0.8750542791150407,0.08549530326834483,-10.235115212919949,1.3803079113143396e-24,1.2283820205423413e-21
ENSG00000038382.20_TRIO,5318.070634897648,-0.6914536095469473,0.06892306623158675,-10.03225258759688,1.0997845756760789e-23,9.175640187937487e-21
ENSG00000139926.15_FRMD6,3533.7778301118665,-0.8706301427849243,0.08716278201127876,-9.988553860892896,1.7105902064220045e-23,1.3432158038545493e-20
ENSG00000134954.14_ETS1,3712.3881740084094,-0.6239271902888728,0.06366128609938088,-9.800731787210008,1.1177291401635554e-22,8.289203495579611e-20
ENSG00000067082.15_KLF6,3990.694459779723,-0.5943639638165088,0.060940324929381375,-9.753212909600782,1.7872057615451338e-22,1.2398928513959671e-19
ENSG00000125740.14_FOSB,102.27923835541141,-2.423260523912586,0.2485576794792634,-9.74928849106331,1.857656530670413e-22,1.2398928513959671e-19
ENSG00000044574.8_HSPA5,20039.7139480894,0.516956719039795,0.05409444285914361,9.556558709475896,1.2173737208848541e-21,7.738438952424723e-19
ENSG00000168209.5_DDIT4,1830.4547445645467,0.6554062717112918,0.06961501059398169,9.414726308580818,4.743164871952982e-21,2.8780230852591067e-18
