gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000023445.14_BIRC3,1758.6833561450096,2.2180480212905826,0.09041628207048011,24.5315110342803,6.813431598597875e-133,8.514745468767764e-129
ENSG00000164400.6_CSF2,467.2805527642574,2.342165786651414,0.1222493561408486,19.158921245792957,8.154583359833034e-82,5.095391412391671e-78
ENSG00000171223.6_JUNB,939.5660821791972,1.7529955325927635,0.09385098136816833,18.678499756075343,7.407183010294882e-78,3.0855855359885046e-74
ENSG00000169429.11_CXCL8,502.0980753714286,2.338899223582661,0.13414747222911294,17.43528360778958,4.453448836265797e-68,1.3913687526703416e-64
ENSG00000100906.10_NFKBIA,1170.34773090589,1.3857245495394828,0.08060904219771664,17.190683721816203,3.118331458287295e-66,7.793957646843266e-63
ENSG00000146232.16_NFKBIE,1183.5032611160243,1.2890674070026165,0.08506804818257721,15.153367622070709,7.198171505334666e-52,1.499259155036122e-48
ENSG00000148677.6_ANKRD1,6672.3451307314,0.89843234040253,0.06398625839658958,14.04102010206641,8.744478901479708e-45,1.561139326168456e-41
ENSG00000137331.12_IER3,7367.777437290184,0.9416713390228613,0.06774961983095149,13.899285949832853,6.397641454165661e-44,9.993915656588533e-41
ENSG00000211459.2_MT-RNR1,15566.563925321301,1.2256669512781089,0.08824078593918165,13.890027590222024,7.28072702588298e-44,1.010969396027329e-40
ENSG00000056558.11_TRAF1,470.6042167018998,1.526147821155902,0.11229299419407766,13.590766121332893,4.5429997792806774e-42,5.677386824167063e-39
ENSG00000175592.8_FOSL1,12671.98601830514,0.9720535105816687,0.07269804050830453,13.371110194787548,8.919946870429966e-41,1.0133870549069389e-37
ENSG00000170345.10_FOS,410.94756227756625,-1.8485447526866194,0.14394693594857408,-12.841848563883454,9.556496088847274e-38,9.952294301860366e-35
ENSG00000095752.7_IL11,417.38795184867644,1.4790246233724216,0.11543029927804814,12.813140333369073,1.384172280316176e-37,1.3306154605470193e-34
ENSG00000136244.12_IL6,309.70723214867013,1.6275408412194232,0.13219591875861778,12.311581601783184,7.847019344143002e-35,7.004585767411079e-32
