gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000168003.16_SLC3A2,4586.7282184800015,-0.627064274347161,0.06286241321286648,-9.975186161304025,1.957340520786921e-23,2.514791101107036e-19
ENSG00000023445.14_BIRC3,2339.3220408763405,0.7209544661541973,0.08039124003380134,8.968072464749449,3.0174850657913155e-19,1.938432406264341e-15
ENSG00000124225.16_PMEPA1,1189.573929736823,-0.7225489430936776,0.0818486703633408,-8.827864153274017,1.0669353271962694e-18,4.5693283612725564e-15
ENSG00000120738.8_EGR1,458.8895270466928,-1.1639448665492103,0.13504575526215426,-8.618892643383946,6.760470123485188e-18,1.3407325344190079e-14
ENSG00000138131.4_LOXL4,2292.958636306104,0.5992977817949466,0.069557026354577,8.615920104748865,6.938212882674175e-18,1.3407325344190079e-14
ENSG00000130164.13_LDLR,2896.670591671465,0.695022985684007,0.08071241805966024,8.61110350045846,7.23606212520036e-18,1.3407325344190079e-14
ENSG00000106366.8_SERPINE1,13588.994329255896,-0.5241967842583879,0.060882174659553985,-8.610020702933744,7.304738279057485e-18,1.3407325344190079e-14
ENSG00000126368.6_NR1D1,270.17454917029244,-1.2135337904252277,0.14316349081743457,-8.47655909684931,2.319519412934444e-17,3.725148177172717e-14
ENSG00000136205.17_TNS3,1807.048900412253,0.7475775666642149,0.09130007750550195,8.188137262196346,2.653001536332165e-16,3.7873070820884063e-13
ENSG00000056558.11_TRAF1,661.538793761845,0.7768683942019412,0.09562337057403299,8.124252361513218,4.501283390661121e-16,5.783248900321408e-13
ENSG00000121858.11_TNFSF10,1414.7548370544148,0.7545371416535325,0.09424668423449256,8.005980770381157,1.1851824736906002e-15,1.384293129270621e-12
ENSG00000096746.17_HNRNPH3,4213.3662017861,-0.49048928723247276,0.06296463434009951,-7.789917187212202,6.705312813432687e-15,7.179154918915264e-12
ENSG00000173706.14_HEG1,2861.2646449463973,0.7189890969850606,0.09370483851873383,7.672913249205564,1.6813320732886597e-14,1.6204275223498733e-11
ENSG00000100234.11_TIMP3,7652.688200560661,0.4543123677223501,0.059258406669133144,7.66663150865639,1.7657211482641833e-14,1.6204275223498733e-11
ENSG00000250264.1_AL669918.1,176.67098635598722,1.1812642921388259,0.16256608380908533,7.266363711671134,3.692934365543137e-13,3.1631213818998813e-10
ENSG00000070669.17_ASNS,1334.319231953182,-0.685870821075581,0.095600184308914,-7.174367142005903,7.264242693870594e-13,5.833186883178088e-10
ENSG00000114554.11_PLXNA1,4850.0046013112305,0.5770303566344656,0.08229536332137855,7.011699485195245,2.3544048974103804e-12,1.7793761248193275e-09
ENSG00000198804.2_MT-CO1,133111.70686960893,-0.7132603093302102,0.10213530242929238,-6.983484577470124,2.8794707036219913e-12,2.055302200007519e-09
ENSG00000079739.17_PGM1,1886.8650279212159,0.4857270530802909,0.07025529979552297,6.913742514714085,4.720316250683511e-12,3.191927536251671e-09
ENSG00000145901.15_TNIP1,3249.4200576805465,0.43283838023833826,0.06269291799983592,6.90410327111383,5.05215380413639e-12,3.2455036037772168e-09
ENSG00000265972.5_TXNIP,7205.98410716909,-0.4322588989711681,0.06274626776270294,-6.888997774431892,5.618681825393305e-12,3.437563052031104e-09
ENSG00000119917.14_IFIT3,2143.9687451096734,0.5656873276492808,0.08250783688811235,6.856164807912743,7.0733770430762444e-12,4.130852193156527e-09
ENSG00000119922.10_IFIT2,1225.1383410570868,0.5739166874856662,0.08463587795131736,6.781009441596194,1.1933907695112164e-11,6.666384611600047e-09
ENSG00000128272.14_ATF4,4630.161733713609,-0.5201842937924746,0.07713830784224061,-6.743527416446953,1.545867897846761e-11,8.273671428241779e-09
ENSG00000198727.2_MT-CYB,37433.19742508163,-0.6659265805968523,0.0988369247012961,-6.7376295105236075,1.6099142723073202e-11,8.273671428241779e-09
ENSG00000107201.10_DDX58,934.5378961678571,0.6542580025048288,0.09748085524402093,6.7116563643911835,1.924274372813335e-11,9.508875823809895e-09
ENSG00000185745.10_IFIT1,1113.7399651150959,0.558744659145545,0.0844732518013344,6.6144566147353965,3.729190044481734e-11,1.774541988574123e-08
ENSG00000198886.2_MT-ND4,98166.14706585945,-0.6547763375622744,0.09931276974737052,-6.593072967634263,4.308146986677973e-11,1.9768240173156642e-08
ENSG00000140937.14_CDH11,2020.2425876997631,0.5197689513595273,0.0790990170458918,6.571117705014803,4.993896162720721e-11,2.2124682034012352e-08
ENSG00000184371.14_CSF1,4801.782092856674,0.44592694409558,0.06819581870556372,6.53891913844271,6.196501427709634e-11,2.6414514594700333e-08
ENSG00000237973.1_MTCO1P12,3291.7714724280445,-0.7233310365809943,0.11069063950227209,-6.534708262898298,6.373365134150921e-11,2.6414514594700333e-08
ENSG00000090339.9_ICAM1,1334.1872926539893,0.5079112538908208,0.07800754452724142,6.511052962491987,7.462582423252996e-11,2.9962268429360776e-08
ENSG00000198786.2_MT-ND5,45564.704748319,-0.6403107393779967,0.09880425646497153,-6.480598734175,9.135934598783992e-11,3.5569238704599006e-08
ENSG00000198938.2_MT-CO3,65116.050942921756,-0.6503976449521177,0.10048690758220576,-6.472461543510474,9.641906585620594e-11,3.643506347413335e-08
ENSG00000112984.12_KIF20A,3711.8727001710104,-0.3929693006025692,0.06094046681268158,-6.44841303579895,1.1302738746508974e-10,4.149073926147066e-08
ENSG00000197321.14_SVIL,1472.932324038786,0.5394197387485413,0.08496236516262158,6.348925641559871,2.1682379766642506e-10,7.738200423383971e-08
