gene_id,CD-coefficient,Significance
ENSG00000198712.1_MT-CO2,-0.42478203808037346,0.671938687392005
ENSG00000111640.15_GAPDH,-0.12659173908338467,0.31114396184375626
ENSG00000074800.15_ENO1,-0.12094762579485833,0.12573348150448155
ENSG00000197956.10_S100A6,-0.10170192102211598,0.674958492366307
ENSG00000134333.14_LDHA,-0.09765563855397238,0.4924915992114755
ENSG00000124942.14_AHNAK,-0.08198176969140698,0.4178441116875589
ENSG00000117984.14_CTSD,-0.08086519210293708,0.36566263700422263
ENSG00000198840.2_MT-ND3,-0.07680542074947336,0.6710271240882488
ENSG00000127022.15_CANX,-0.07380799431127394,0.43449717899604084
ENSG00000150093.19_ITGB1,-0.06814086498608055,0.6096241579186886
ENSG00000198804.2_MT-CO1,-0.059416762259789216,0.6713101010620615
ENSG00000198938.2_MT-CO3,-0.054064901658427394,0.6702671933472022
ENSG00000149925.19_ALDOA,-0.0528049102446735,0.6090423871739846
ENSG00000137309.19_HMGA1,-0.051711351100196874,0.5232866828600709
ENSG00000087086.15_FTL,-0.051541383508023744,0.15967133217012466
ENSG00000067225.18_PKM,-0.050619697459620874,0.10441940983319876
ENSG00000044574.8_HSPA5,-0.04953078523076539,0.06999831234859594
ENSG00000198899.2_MT-ATP6,-0.04913025656856208,0.6705770043573094
ENSG00000102144.15_PGK1,-0.047806872210022125,0.22525319114358833
ENSG00000100234.11_TIMP3,-0.04676973866168667,0.19675337920383243
ENSG00000163399.16_ATP1A1,-0.041306532967252486,0.6702882611009627
ENSG00000117525.14_F3,-0.04130580449740503,0.36287620890486605
ENSG00000104419.14_NDRG1,-0.040690066795838524,0.24496603288483104
ENSG00000115414.19_FN1,-0.039619507054259574,0.3436903562126853
ENSG00000197746.14_PSAP,-0.03781608544864971,0.6758356905608442
ENSG00000171345.13_KRT19,-0.037218773457780234,0.7028885389799988
ENSG00000174748.20_RPL15,-0.035473974766947775,0.7051134292389022
ENSG00000112118.19_MCM3,-0.03490881591328407,0.31697857450759676
ENSG00000162909.18_CAPN2,-0.03456347570857412,0.666572333276142
ENSG00000205542.11_TMSB4X,-0.03428401690094496,0.6373039394386102
ENSG00000084234.17_APLP2,-0.03401805144585264,0.15271038104037685
ENSG00000160789.20_LMNA,-0.03373519091729726,0.6565628536377395
ENSG00000099194.6_SCD,-0.03307727890996841,0.18591098786665772
ENSG00000111669.15_TPI1,-0.031058403111020736,0.3118568016355621
ENSG00000171314.9_PGAM1,-0.03080522378914053,0.702872786456036
ENSG00000170421.12_KRT8,-0.030645072385792938,0.7015645070278937
ENSG00000118523.6_CCN2,-0.030471454537430335,0.3692782153180678
ENSG00000141753.7_IGFBP4,-0.030401415306869486,0.5597536878655157
ENSG00000167996.16_FTH1,-0.02937245619136175,0.6958256233731599
ENSG00000176171.11_BNIP3,-0.029132644233447975,0.7050150896136287
ENSG00000088832.17_FKBP1A,-0.02839002401688311,0.16496262072939746
ENSG00000108679.13_LGALS3BP,-0.02838269531352471,0.28885035149473676
ENSG00000132646.11_PCNA,-0.027133123686736007,0.4779340142632643
ENSG00000168615.12_ADAM9,-0.027025462186452208,0.6976951642861098
ENSG00000124795.16_DEK,-0.02615942919252375,0.4168713405796507
ENSG00000115310.18_RTN4,-0.02574160616723893,0.34267290667577466
ENSG00000125378.16_BMP4,-0.024933115137198734,0.41984573471224684
ENSG00000166598.15_HSP90B1,-0.024577713003964302,0.6904024197977411
ENSG00000148677.6_ANKRD1,-0.024108863965886955,0.6029082052524531
ENSG00000254772.10_EEF1G,-0.023928862919898552,0.27260165468980935
ENSG00000142192.21_APP,-0.023511027239124058,0.561713079750171
ENSG00000087460.24_GNAS,-0.023403650445909516,0.16168517726715909
ENSG00000035862.12_TIMP2,-0.022784055003429917,0.06208780389443988
ENSG00000134531.10_EMP1,-0.022609447426294622,0.49411549738810434
ENSG00000112081.17_SRSF3,-0.02245678369190352,0.31665441003187095
ENSG00000124783.14_SSR1,-0.02230122455171222,0.4164458053915394
ENSG00000198363.18_ASPH,-0.02191558378239679,0.6733313286088398
ENSG00000185624.15_P4HB,-0.021858415143038178,0.6923585118039253
ENSG00000153113.23_CAST,-0.021690919775427853,0.6234579385988044
ENSG00000137076.21_TLN1,-0.021242982811857904,0.5207957289708601
ENSG00000133131.15_MORC4,-0.020454406422553837,0.4833690193982599
ENSG00000167601.12_AXL,-0.020438599750169276,0.6940974142906028
ENSG00000172270.19_BSG,-0.020274041147066272,0.703950513345265
ENSG00000169504.15_CLIC4,-0.020244422286362078,0.69988568299454
ENSG00000166710.19_B2M,-0.020030997018061877,0.6906652912716386
ENSG00000132470.14_ITGB4,-0.01988485337006789,0.4759987624283065
ENSG00000108107.14_RPL28,-0.019686583483021568,0.28371500285111106
ENSG00000108582.12_CPD,-0.019241474660059536,0.28773156065539846
ENSG00000115268.9_RPS15,-0.018966367642642878,0.34190972618036336
ENSG00000170373.8_CST1,-0.018635330030926333,0.7014787996357729
ENSG00000152558.15_TMEM123,-0.018586652394594564,0.6207500555088539
ENSG00000204379.10_XAGE1A,-0.01840662272282045,0.6431811081503175
ENSG00000144136.11_SLC20A1,-0.018216062626132422,0.5766647742008356
ENSG00000005884.18_ITGA3,-0.01814576782759468,0.01893898366903888
ENSG00000205609.12_EIF3CL,-0.01804630228810962,0.6370491691056097
ENSG00000101439.9_CST3,-0.017832171227459163,0.21768429110822785
ENSG00000127603.25_MACF1,-0.017549956803957805,0.4381234056202155
ENSG00000125868.16_DSTN,-0.017430653509847665,0.4261116074759496
ENSG00000170017.12_ALCAM,-0.01734700526184114,0.7009004848843972
ENSG00000140575.13_IQGAP1,-0.01718133278832652,0.551266838886899
ENSG00000196937.11_FAM3C,-0.0171343673019013,0.6788506873590696
ENSG00000084207.16_GSTP1,-0.016766864454827505,0.1526352071790735
ENSG00000107984.10_DKK1,-0.0164829433408723,0.2828593757051119
ENSG00000155660.11_PDIA4,-0.016475317008751524,0.6338717969019377
ENSG00000167767.14_KRT80,-0.016431493835976092,0.6949420754473437
ENSG00000147649.10_MTDH,-0.016414229262503827,0.5979910688119411
ENSG00000083845.9_RPS5,-0.01641245879046153,0.15172801810450628
ENSG00000253729.7_PRKDC,-0.016385067119268217,0.28699576065037924
ENSG00000108055.9_SMC3,-0.016309412065937477,0.2832551526807269
ENSG00000163931.16_TKT,-0.016308539796694114,0.675029280182375
ENSG00000197102.12_DYNC1H1,-0.016162705151058113,0.6782453329693693
ENSG00000197747.9_S100A10,-0.016139753101454556,0.6758236128289637
ENSG00000135318.12_NT5E,-0.01592742369542163,0.5014930099803915
ENSG00000171867.16_PRNP,-0.015922322901725794,0.7035617928961425
ENSG00000196305.17_IARS,-0.0154317155086734,0.6812048643591905
