gene_id,CD-coefficient,Significance
ENSG00000106366.8_SERPINE1,-0.2780940547526088,0.2909223542670145
ENSG00000196230.13_TUBB,-0.24844620744192092,0.6862844879425707
ENSG00000206503.13_HLA-A,-0.1890922977876706,0.6378086143816413
ENSG00000198804.2_MT-CO1,-0.18319234969857734,0.6755452335575216
ENSG00000115414.19_FN1,-0.17617710720757918,0.36376006688621215
ENSG00000109971.14_HSPA8,-0.17458560928577374,0.31934655485520635
ENSG00000234745.11_HLA-B,-0.16876163148649687,0.43872347157316804
ENSG00000137801.10_THBS1,-0.13664022791482394,0.5487171026786252
ENSG00000087086.15_FTL,-0.1312551514777512,0.17575470821745523
ENSG00000198712.1_MT-CO2,-0.12872712608036554,0.6761970482681767
ENSG00000150991.15_UBC,-0.11311168346393538,0.634608592577873
ENSG00000178209.15_PLEC,-0.10033503803656933,0.7113563270689337
ENSG00000156508.18_EEF1A1,-0.08677055699810544,0.6584262863058494
ENSG00000026508.18_CD44,-0.08406425289621385,0.06245324705651322
ENSG00000167996.16_FTH1,-0.08098753062829867,0.708113043327831
ENSG00000115053.16_NCL,-0.0809076823099718,0.35968123644210126
ENSG00000158710.14_TAGLN2,-0.07679857903959891,0.6668023690614447
ENSG00000123416.15_TUBA1B,-0.0690078602741797,0.4235862482419149
ENSG00000175592.8_FOSL1,-0.06681831332238655,0.713261555535601
ENSG00000089157.16_RPLP0,-0.06366312672158145,0.18373344827419516
ENSG00000228253.1_MT-ATP8,-0.06360881804602529,0.5121366525358628
ENSG00000142871.17_CCN1,-0.060961912238616085,0.5871072488912648
ENSG00000100345.21_MYH9,-0.05796657057723099,0.2175437785789802
ENSG00000204388.7_HSPA1B,-0.05524297451334297,0.646579144564541
ENSG00000167553.15_TUBA1C,-0.05370516718133331,0.7067079857251405
ENSG00000072110.13_ACTN1,-0.053493472848747,0.1312156696473358
ENSG00000005884.18_ITGA3,-0.052344527802627216,0.017569456277465936
ENSG00000108518.7_PFN1,-0.05088536056919202,0.3074526155253826
ENSG00000107984.10_DKK1,-0.04988264470876219,0.30318965540079934
ENSG00000231500.7_RPS18,-0.04901975553568995,0.47560426282290147
ENSG00000197451.12_HNRNPAB,-0.04784439410021123,0.6814211477049783
ENSG00000198755.11_RPL10A,-0.04747657103354934,0.6758649425433986
ENSG00000110047.18_EHD1,-0.04743749986619108,0.3199331666183044
ENSG00000131747.15_TOP2A,-0.04551422934054575,0.49094255972124895
ENSG00000105974.12_CAV1,-0.04537825365305794,0.2861885753360754
ENSG00000135480.16_KRT7,-0.045041039985011876,0.5250916183925998
ENSG00000070756.16_PABPC1,-0.042694046513974335,0.1270111456937403
ENSG00000188229.6_TUBB4B,-0.04238830994993634,0.6907848282745751
ENSG00000142910.16_TINAGL1,-0.04226586121519099,0.5872534611663618
ENSG00000120708.17_TGFBI,-0.042025122318042424,0.40510420742050335
ENSG00000124762.13_CDKN1A,-0.04196703920334411,0.43568679318127335
ENSG00000150687.12_PRSS23,-0.04114566509309892,0.6336133858861026
ENSG00000117519.16_CNN3,-0.04054731139036636,0.3824690586312535
ENSG00000167526.13_RPL13,-0.040238362707738985,0.7065938066326788
ENSG00000124225.16_PMEPA1,-0.03876398377480537,0.4301623062061263
ENSG00000196924.16_FLNA,-0.03874488162659024,0.6835030195655549
ENSG00000143933.17_CALM2,-0.03850420887975751,0.5968826645963632
ENSG00000101361.17_NOP56,-0.038061284600875454,0.23518518808317596
ENSG00000186468.13_RPS23,-0.038040886654879986,0.6955620544829353
ENSG00000152795.17_HNRNPDL,-0.03783327103380727,0.6438217319530499
ENSG00000204525.16_HLA-C,-0.03761448465290054,0.6456931959097985
ENSG00000169908.12_TM4SF1,-0.03641863840204806,0.7116363262212985
ENSG00000122861.16_PLAU,-0.03632923520305914,0.41934885645707526
ENSG00000198899.2_MT-ATP6,-0.036247461869801545,0.6747832883179583
ENSG00000132002.8_DNAJB1,-0.03568499180552431,0.4930614687934154
ENSG00000103257.9_SLC7A5,-0.035550381962034736,0.25554021250861814
ENSG00000086061.16_DNAJA1,-0.03544192067487458,0.17286842823387122
ENSG00000182774.12_RPS17,-0.03520679545556033,0.7050992269714564
ENSG00000038382.20_TRIO,-0.034896547659276,0.07256449534983372
ENSG00000183087.15_GAS6,-0.034708698122184745,0.704378616231016
ENSG00000185624.15_P4HB,-0.03457711114886628,0.6981190765009349
ENSG00000124614.15_RPS10,-0.03450380563426272,0.4346206723882114
ENSG00000143384.13_MCL1,-0.03433227201069393,0.5916320465909536
ENSG00000104529.17_EEF1D,-0.0342434133324206,0.26594431090635884
ENSG00000108654.14_DDX5,-0.03393310497765994,0.30896561467092143
ENSG00000112081.17_SRSF3,-0.033790152687881964,0.33702903580476024
ENSG00000166710.19_B2M,-0.033723907242537196,0.7041755295073115
