"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000056558.11_TRAF1",633.497064148352,2.1514026355115,0.084156182763537,25.5644037652769,3.79759083110879e-144,5.50422815060908e-140
"ENSG00000023445.14_BIRC3",2065.4824941705,2.13872552025196,0.09920001582703,21.5597296272729,4.29106652043694e-103,3.10973590736065e-99
"ENSG00000090339.9_ICAM1",1019.68229671649,1.20902109032638,0.0714283033688267,16.9263587864251,2.87631850835305e-64,1.38964534866897e-60
"ENSG00000124762.13_CDKN1A",2194.23619226297,0.960735281986526,0.057123535564784,16.8185542524228,1.78460781816279e-63,6.46652642911287e-60
"ENSG00000204388.7_HSPA1B",3698.74533287813,1.03288419004165,0.0701531264034824,14.7232809568751,4.56941920293273e-49,1.32458323854614e-45
"ENSG00000146232.16_NFKBIE",1191.86171579918,0.969351044777072,0.066750431932689,14.5220190598102,8.78830078644012e-48,2.12296052664438e-44
"ENSG00000124225.16_PMEPA1",2042.48378459322,0.660135141155449,0.0460035216294182,14.3496653685162,1.07052521403643e-46,2.21659892174914e-43
"ENSG00000077150.19_NFKB2",1889.78046799813,0.988327039928702,0.0698441596724361,14.1504607480981,1.85537662159529e-45,3.36147859417526e-42
"ENSG00000103257.9_SLC7A5",7498.6971739189,0.723672939557426,0.0516944685390498,13.9990401296179,1.57990144982388e-44,2.54434351263859e-41
"ENSG00000145901.15_TNIP1",2776.50991859047,0.665039683371407,0.0475707613156581,13.9800092531314,2.06461175110729e-44,2.99244827205491e-41
"ENSG00000104856.14_RELB",513.813738466095,1.28603033895669,0.0943085617407471,13.63641132066,2.43239141328451e-42,3.20500737674051e-39
"ENSG00000169429.11_CXCL8",437.330156887993,1.73433288529396,0.128184056073391,13.5300203349859,1.03994871717781e-41,1.2560847255646e-38
"ENSG00000067082.15_KLF6",3240.7327083288,0.713528440786701,0.0527733199721503,13.520628248578,1.18162360730009e-41,1.31741942801597e-38
"ENSG00000125378.16_BMP4",2556.05151080756,-0.796600730757064,0.0598607300833275,-13.3075679105179,2.09180725825624e-40,2.16561817151185e-37
"ENSG00000113645.14_WWC1",1424.80010936204,0.803585391665608,0.0606333131403125,13.2531994385004,4.32369912726979e-40,4.17784634337656e-37
"ENSG00000122861.16_PLAU",8355.47628577719,0.563707724349229,0.0429735980824242,13.1175361036333,2.61292714631305e-39,2.36698537866633e-36
"ENSG00000176171.11_BNIP3",3464.42971710296,-0.59021411529146,0.0485319914187064,-12.1613413758242,4.99319929213778e-34,4.25714297295559e-31
"ENSG00000106366.8_SERPINE1",19531.6705904591,0.473177508746975,0.0396888067472874,11.9221903485248,9.06923782986235e-33,7.3027518392236e-30
"ENSG00000177706.9_FAM20C",1232.43873314118,-0.810547649510817,0.0680483471524008,-11.9113495540974,1.03291790562735e-32,7.87953269692783e-30
"ENSG00000197622.13_CDC42SE1",1420.49608543274,0.559572240917736,0.0483343130934857,11.5771220299633,5.38227765813072e-31,3.90053661884733e-28
"ENSG00000110330.8_BIRC2",2519.15472993613,1.03644982563736,0.0903741551673077,11.4684316961924,1.90072751086281e-30,1.31186402583074e-27
"ENSG00000136244.12_IL6",318.485229817169,1.37499040476829,0.121750912014078,11.2934710879973,1.41342308832128e-29,9.31188829187662e-27
"ENSG00000163659.13_TIPARP",1301.53607698575,0.851568611924723,0.0763352132205377,11.1556459463142,6.72029653292661e-29,4.23495556296688e-26
"ENSG00000143384.13_MCL1",5345.87899673015,0.476640309215309,0.0431912608565119,11.0355729321907,2.57405676379611e-28,1.55451578060253e-25
"ENSG00000095752.7_IL11",432.920554987951,1.00076178838938,0.0922896641005569,10.8437038767307,2.13642503276994e-27,1.2386137769987e-24
"ENSG00000132002.8_DNAJB1",3118.53689475518,0.494053810548956,0.0455945569032538,10.8358068178462,2.32903192139521e-27,1.29834571802701e-24
"ENSG00000168497.5_CAVIN2",568.391851682337,-0.825306675519215,0.0799514014930272,-10.3226042334129,5.56917379941749e-25,2.98961500180582e-22
"ENSG00000124145.6_SDC4",2573.07887763734,0.563576059036197,0.0549273727493923,10.2603862305144,1.06280790741897e-24,5.50154921790377e-22
"ENSG00000179820.16_MYADM",3745.00344730297,0.428959546747467,0.0424493327730499,10.1052129379947,5.2381650633475e-24,2.61799877338478e-21
"ENSG00000112118.19_MCM3",7630.40431757038,-0.338905435830622,0.0335701794467983,-10.0954311658571,5.78761709108549e-24,2.7961907372731e-21
"ENSG00000138131.4_LOXL4",1730.48493490366,-0.589458178095176,0.0587871608871318,-10.0269883627635,1.16000859394237e-23,5.4236014711615e-21
"ENSG00000134070.5_IRAK2",316.983463681984,1.21172631315714,0.120965908286926,10.0170893627565,1.28223486671777e-23,5.8077225494398e-21
"ENSG00000138623.10_SEMA7A",1289.90523986801,0.658402329535565,0.0660518648889659,9.96795973349653,2.10508603070212e-23,9.24579300878685e-21
"ENSG00000120129.6_DUSP1",541.994625771394,0.722892107316556,0.0725951409587157,9.95785802974967,2.33029099496043e-23,9.93389343557545e-21
"ENSG00000134954.14_ETS1",3341.7957012669,0.661286386300247,0.0666986403091465,9.91454073479163,3.59907846868403e-23,1.49042980928875e-20
"ENSG00000115758.13_ODC1",3832.51480408818,0.612090183892145,0.061762690976313,9.9103548471826,3.75310809445914e-23,1.5110430200303e-20
"ENSG00000104419.14_NDRG1",2155.22192729255,-1.04602622375664,0.105690223786638,-9.89709536303287,4.28540662321157e-23,1.67872117829266e-20
"ENSG00000157227.13_MMP14",7243.36070314816,0.533609357009334,0.0539879241269234,9.88386506128371,4.89092336269692e-23,1.86550113734024e-20
"ENSG00000109320.12_NFKB1",815.994758257983,1.03776684287786,0.105115062762421,9.87267491076327,5.46864644216766e-23,2.03237337263533e-20
"ENSG00000100906.10_NFKBIA",1144.42996401805,0.67005709680604,0.0683033362119414,9.81002003660393,1.01948315455306e-22,3.66218463530316e-20
"ENSG00000122786.20_CALD1",2228.54811418298,0.9269306164036,0.09450371768885,9.80840372286184,1.03594294223423e-22,3.66218463530316e-20
"ENSG00000146112.12_PPP1R18",3975.26822159175,0.471253340925578,0.0481454682935135,9.78811418039668,1.26635657595296e-22,4.37013624091957e-20
"ENSG00000167074.15_TEF",136.6234483417,-1.51427044569458,0.156931481594254,-9.6492458384464,4.95185501092678e-22,1.6691206169389e-19
"ENSG00000105810.9_CDK6",1589.33503493985,1.02725219937906,0.106735014511856,9.62432247821498,6.3121519572752e-22,2.07928023792606e-19
"ENSG00000091527.15_CDV3",3033.26488791404,0.710082134155078,0.0744248035686282,9.54093393743795,1.41551735029227e-21,4.55922410558582e-19
"ENSG00000028277.21_POU2F2",186.057556657283,1.19845434340833,0.126696614026082,9.45924524203629,3.10173925983854e-21,9.77317583306518e-19
"ENSG00000185745.10_IFIT1",775.698908353156,-0.7398057181606,0.0786820465918068,-9.40247172266153,5.32960799941522e-21,1.64356039028775e-18
"ENSG00000180730.4_SHISA2",475.36703496771,0.888193824797083,0.0956256978404101,9.28823365325283,1.56869913166155e-20,4.73681775297968e-18
"ENSG00000204389.9_HSPA1A",1504.02275818783,0.625398808259436,0.0673878133022705,9.28059210727296,1.6853932881688e-20,4.98532455484052e-18
"ENSG00000067798.16_NAV3",437.299971178204,0.926420052826774,0.10032786366612,9.23392584048037,2.60890448501933e-20,7.56269232117403e-18
"ENSG00000163565.18_IFI16",1965.89789868844,-0.482097743214169,0.0528211130915766,-9.1269894744238,7.04305651058758e-20,2.00160904047954e-17
"ENSG00000183864.5_TOB2",490.486718866383,0.842328743890168,0.0924128767232208,9.11484171640892,7.87853933959451e-20,2.19599133054006e-17
"ENSG00000131323.14_TRAF3",791.857602461334,0.71489175966829,0.078912451485465,9.05930238144948,1.31287514709487e-19,3.53390213151135e-17
"ENSG00000132646.11_PCNA",4230.19346476212,-0.538027629481051,0.0593915573685631,-9.05899177120816,1.3166187049925e-19,3.53390213151135e-17
"ENSG00000166387.13_PPFIBP2",69.1197701894796,-2.28423940079827,0.252766136270636,-9.03696766703171,1.61077999181602e-19,4.24484458206935e-17
"ENSG00000126368.6_NR1D1",194.363740106264,-1.41606979514497,0.156999248383719,-9.01959601541522,1.88784181709878e-19,4.88613916018389e-17
"ENSG00000166833.21_NAV2",951.917857309859,0.944639541330025,0.105501276210323,8.95382098930093,3.43385482753345e-19,8.73163015267892e-17
"ENSG00000110172.12_CHORDC1",1090.93223607693,0.6248561611286,0.0702051660625718,8.90042992807231,5.56307777375032e-19,1.3901939526334e-16
"ENSG00000178104.19_PDE4DIP",1179.54092023645,0.561348925906007,0.0631611669715995,8.88756419206786,6.24631342805504e-19,1.53447570891915e-16
"ENSG00000247095.2_MIR210HG",151.283319440582,-1.36404154616781,0.155159312209969,-8.79123222924527,1.47928435657799e-18,3.5734579107069e-16
"ENSG00000166016.6_ABTB2",465.745348331561,0.805575210742765,0.0920085948338471,8.75543433955823,2.03318968171427e-18,4.83099200766667e-16
"ENSG00000188070.9_C11orf95",395.002610879831,0.736567963449086,0.0843562322811878,8.73163657895313,2.51013667246213e-18,5.86805176301065e-16
"ENSG00000143067.5_ZNF697",426.449348780321,0.927682076441047,0.106297597867843,8.72721580777779,2.61018715464351e-18,6.00508771736555e-16
"ENSG00000105993.15_DNAJB6",5545.01655835723,0.315771312907216,0.0364806724645874,8.65585230682746,4.89241824536815e-18,1.10797984450572e-15
"ENSG00000187498.16_COL4A1",986.938356749274,0.696884145848908,0.080918836963297,8.61213744538864,7.17107939724289e-18,1.59904038128674e-15
"ENSG00000158470.5_B4GALT5",1380.40360801648,0.660701223403124,0.0769652451048495,8.58441004771768,9.13037571657901e-18,2.00508584297115e-15
"ENSG00000058085.14_LAMC2",1885.76683261739,0.857216677357352,0.100792048319156,8.50480461159982,1.81901683443609e-17,3.8771808821054e-15
